Part Name,Material Composition,Age (years),Condition,Location,Manufacturer,Aircraft Model,Potential Use Cases,New Parts Carbon Footprint (kg CO2e),Recycled Parts Carbon Footprint (kg CO2e),Water Usage - New Parts (liters),Water Usage - Recycled Parts (liters),Landfill Waste - New Parts (kg),Landfill Waste - Recycled Parts (kg),Energy Consumption - New Parts (kWh),Energy Consumption - Recycled Parts (kWh),Recycling Rate (%),Toxicity Score - New Parts,Toxicity Score - Recycled Parts,Remanufacturing Potential,Life Cycle Assessment,Renewable Material Content (%),Carbon Footprint Saved (kg CO2e),Water Usage Saved (liters),Landfill Waste Saved (kg),Energy Consumption Saved (kWh),Toxicity Score Difference,Remanufacturing Potential (%),Life Cycle Assessment Score
Fuselage,Composite,35,Used,Asia,Airbus,A320,Automotive Components,868,96,1782,337,270,101,659,100,84.9103395307002,6.46343689332072,2.60693729813014,0.53649756876102,4.68927050284242,59.2876681836773,772,1445,169,559,3.85649959519057,53.649756876102,4.68927050284242
Engine,Composite,4,Used,North America,Airbus,737,Art Installations,514,38,1406,674,574,37,3182,341,92.4191055932216,6.39716369391619,1.25671434803127,0.0266847869574708,9.05835849918465,72.9312331965566,476,732,537,2841,5.14044934588491,2.66847869574708,9.05835849918465
Fuselage,Titanium,19,Used,Asia,Gulfstream,CRJ900,Art Installations,283,149,5918,463,202,183,1274,326,94.1475105606649,2.25828308285791,4.70940699761942,0.308346699242856,14.5098826975289,0.683677879241828,134,5455,19,948,-2.4511239147615,30.8346699242856,14.5098826975289
Engine,Aluminum,40,New,North America,Airbus,A320,Furniture,932,139,3826,562,562,164,4708,488,90.9909571732866,1.80883618007179,1.35765574200792,0.321519521914082,80.8661630158391,87.0138929839723,793,3264,398,4220,0.45118043806387,32.1519521914082,80.8661630158391
Engine,Titanium,43,Used,Asia,Cessna,737,Building Materials,588,159,7023,723,652,172,2900,160,78.4023105709483,7.70498157446472,1.56833810160931,0.108989824700653,61.0475001230758,26.6339707395478,429,6300,480,2740,6.13664347285541,10.8989824700653,61.0475001230758
Fuselage,Steel,32,Used,Asia,Bombardier,CRJ900,Aircraft Maintenance,947,32,6988,874,392,57,2772,425,89.544203533514,2.06741144212355,1.81948054612945,0.178334239766127,75.3127615562173,41.1419118071968,915,6114,335,2347,0.2479308959941,17.8334239766127,75.3127615562173
Engine,Composite,1,New,Asia,Gulfstream,Citation X,Building Materials,805,20,9338,843,189,199,1772,277,57.151879185152,9.65660821992371,4.70389675569773,0.22845704430462,81.5654340058747,52.8267263497584,785,8495,-10,1495,4.95271146422598,22.845704430462,81.5654340058747
Fuselage,Aluminum,42,New,South America,Cessna,E175,Building Materials,268,58,7742,712,920,149,1548,281,73.1114427152386,6.5833738545683,3.23404077226865,0.798519598030369,23.981871736316,2.32639254093786,210,7030,771,1267,3.34933308229964,79.8519598030369,23.981871736316
Fuselage,Steel,12,Used,North America,Airbus,E175,Furniture,387,137,3481,789,976,181,4251,320,57.4830478558737,7.52827438641698,2.48567237501727,0.0444203428363896,39.8176509254564,24.0094511285021,250,2692,795,3931,5.0426020113997,4.44203428363896,39.8176509254564
Wing,Aluminum,20,New,South America,Gulfstream,737,Art Installations,458,152,7442,971,352,58,4283,321,61.0769596445559,3.88056488291746,3.92239495033352,0.419146686140105,12.6268367638864,83.832281190396,306,6471,294,3962,-0.0418300674160674,41.9146686140105,12.6268367638864
Avionics,Aluminum,23,Used,Africa,Gulfstream,G650,Furniture,510,70,6539,753,448,186,966,267,60.154715618935,3.91544452016886,2.63483348365212,0.771393662362629,41.9324975618751,82.6406314249546,440,5786,262,699,1.28061103651674,77.1393662362629,41.9324975618751
Fuselage,Steel,48,Used,South America,Embraer,737,Building Materials,833,147,2357,286,433,110,1169,128,54.9561699974813,4.72505263139754,3.52991299187741,0.485089645611839,37.0196921304094,93.147197568924,686,2071,323,1041,1.19513963952013,48.5089645611839,37.0196921304094
Wing,Titanium,34,Used,South America,Boeing,G650,Building Materials,790,87,1702,586,389,50,1389,400,59.6244483339038,2.00702843696083,3.19284458240082,0.760099779674146,10.975274532356,40.9641107333543,703,1116,339,989,-1.18581614543998,76.0099779674146,10.975274532356
Landing Gear,Steel,11,Used,Australia,Boeing,CRJ900,Automotive Components,430,134,8299,484,372,54,2551,481,61.153400339771,3.13287902830171,2.96307828416607,0.127125849765522,17.472593458919,7.15222281140932,296,7815,318,2070,0.169800744135638,12.7125849765522,17.472593458919
Engine,Composite,36,Used,Australia,Gulfstream,A320,Automotive Components,414,103,5234,911,815,68,895,212,54.373486833746,1.9543052100953,3.06824364024756,0.349450155441537,89.4876948026872,83.4173925697787,311,4323,747,683,-1.11393843015225,34.9450155441537,89.4876948026872
Wing,Titanium,24,Used,Europe,Cessna,CRJ900,Automotive Components,255,102,6591,225,288,48,1033,422,64.1136007920226,9.52315855706614,2.1070359465337,0.161872606651819,63.5011025471318,80.3281719984587,153,6366,240,611,7.41612261053244,16.1872606651819,63.5011025471318
Wing,Aluminum,33,New,Australia,Bombardier,CRJ900,Building Materials,316,108,8132,808,582,150,4267,333,76.9965504228954,8.73543166302838,1.41333503914125,0.284694444967866,46.5213441936468,33.9227393645283,208,7324,432,3934,7.32209662388713,28.4694444967866,46.5213441936468
Wing,Titanium,48,Used,South America,Cessna,Citation X,Art Installations,898,25,9851,344,946,43,3039,308,91.3237560965094,4.85480686571186,1.82969846521115,0.533231316300772,39.6249963024731,19.1482935653473,873,9507,903,2731,3.0251084005007,53.3231316300772,39.6249963024731
Engine,Steel,12,Used,Asia,Cessna,A320,Aircraft Maintenance,685,148,8101,711,659,92,4245,339,79.2229160163502,3.58933565375746,3.38064561879994,0.151656062538756,81.6594973243039,44.1002369498814,537,7390,567,3906,0.208690034957514,15.1656062538756,81.6594973243039
Engine,Aluminum,47,Used,South America,Airbus,A320,Automotive Components,367,46,5629,309,518,153,2820,172,79.0013052282644,1.99359222435117,4.87274313604643,0.0627038926013653,37.2959554859158,89.0329380987068,321,5320,365,2648,-2.87915091169525,6.27038926013653,37.2959554859158
Engine,Titanium,34,New,Australia,Cessna,E175,Automotive Components,519,147,9200,388,908,76,4184,221,60.5123657521156,5.18288527986556,1.70544394686876,0.881455341818833,47.6381804209966,18.3636818952309,372,8812,832,3963,3.4774413329968,88.1455341818833,47.6381804209966
Fuselage,Aluminum,37,Used,Africa,Airbus,E175,Automotive Components,814,189,7972,979,622,21,1601,317,71.8929386664326,7.38767310262983,1.16204456857901,0.167904926279018,87.7377990843819,57.7290065849375,625,6993,601,1284,6.22562853405082,16.7904926279018,87.7377990843819
Landing Gear,Steel,24,Used,South America,Bombardier,737,Art Installations,614,100,3607,889,856,45,2192,241,74.9319381702228,3.15761371533601,2.84781431359493,0.565355123383532,22.7726428704126,73.6283302879011,514,2718,811,1951,0.309799401741077,56.5355123383532,22.7726428704126
Landing Gear,Aluminum,19,Used,South America,Airbus,737,Furniture,894,56,5155,421,726,58,2692,193,70.0884566458568,8.74545635920896,4.09612213777788,0.050324868784864,4.25429639398432,66.8117463178614,838,4734,668,2499,4.64933422143107,5.0324868784864,4.25429639398432
Engine,Composite,33,Used,Australia,Boeing,CRJ900,Automotive Components,697,103,3579,590,284,40,3297,277,93.7071933750591,3.62961707200035,4.57962786479152,0.40704283881283,28.4187576136358,51.3284576844252,594,2989,244,3020,-0.950010792791172,40.704283881283,28.4187576136358
Avionics,Composite,43,New,Australia,Boeing,E175,Automotive Components,871,145,7724,200,651,65,1865,393,79.8267103702586,1.47469906977231,4.61818917565228,0.106220788664659,90.6632214199338,51.7549353106905,726,7524,586,1472,-3.14349010587996,10.6220788664659,90.6632214199338
Wing,Titanium,29,Used,Africa,Bombardier,737,Furniture,807,93,5044,829,410,51,4836,320,64.4272957783596,3.76755706052641,1.95036988511006,0.961464239268328,77.8883019359349,89.5073171115016,714,4215,359,4516,1.81718717541634,96.1464239268328,77.8883019359349
Avionics,Aluminum,9,New,Africa,Airbus,Citation X,Aircraft Maintenance,301,154,3928,592,591,114,1715,258,91.1296208501925,5.14754206002883,4.02245587851404,0.0378230752592252,56.4056568294941,77.6130477164597,147,3336,477,1457,1.12508618151479,3.78230752592252,56.4056568294941
Avionics,Composite,29,New,South America,Airbus,737,Building Materials,992,39,2197,925,458,101,1767,389,67.9884874355932,5.79353927240729,1.40360382902033,0.0294370361695488,84.9681458768899,93.7313973603595,953,1272,357,1378,4.38993544338695,2.94370361695488,84.9681458768899
Avionics,Aluminum,40,New,North America,Airbus,E175,Building Materials,502,22,5909,512,881,127,3825,210,67.6793508749446,4.95782916646486,4.62033656812786,0.327050430411039,65.4394156354677,58.8560957929032,480,5397,754,3615,0.337492598337007,32.7050430411039,65.4394156354677
Fuselage,Steel,43,Used,Europe,Boeing,G650,Aircraft Maintenance,543,183,6300,823,751,85,1756,456,72.7934404762033,3.40727244783678,1.8963508456219,0.473570933889482,73.58460903084,94.8950455774827,360,5477,666,1300,1.51092160221488,47.3570933889482,73.58460903084
Landing Gear,Steel,16,Used,Europe,Gulfstream,CRJ900,Art Installations,786,150,7897,256,774,56,1938,351,81.7051283141779,7.75095393538852,4.92418747082779,0.0343264450894512,77.9282920366897,88.3045832469947,636,7641,718,1587,2.82676646456072,3.43264450894512,77.9282920366897
Avionics,Aluminum,22,Used,South America,Gulfstream,CRJ900,Aircraft Maintenance,990,199,6639,715,170,184,1322,449,64.38522790477,8.12741527533132,1.14391305762192,0.72930341058855,13.7810978283636,78.8772171058919,791,5924,-14,873,6.98350221770939,72.9303410588549,13.7810978283636
Wing,Composite,42,New,Europe,Gulfstream,G650,Aircraft Maintenance,382,80,7224,577,633,24,1618,491,53.3038506638834,3.35832442484588,4.87219488162404,0.515049815051411,94.2650980712635,37.2270214121839,302,6647,609,1127,-1.51387045677815,51.5049815051411,94.2650980712635
Landing Gear,Composite,38,Used,Australia,Gulfstream,737,Aircraft Maintenance,996,149,9325,371,486,196,1993,164,70.7835957894443,5.55914743117725,4.89798626511527,0.376097750608107,81.6241733413842,11.264276161133,847,8954,290,1829,0.661161166061974,37.6097750608107,81.6241733413842
Wing,Aluminum,12,New,Australia,Cessna,Citation X,Automotive Components,929,146,9362,369,393,68,3109,453,75.5331614093042,2.52982791792494,3.64314833447518,0.165708697274565,29.0074148133474,7.16718619143106,783,8993,325,2656,-1.11332041655024,16.5708697274565,29.0074148133474
Wing,Titanium,14,New,Europe,Embraer,A320,Aircraft Maintenance,730,104,4475,498,523,134,4533,245,70.9521754832413,3.28222446731387,1.95025285518873,0.164276680419382,27.947836314929,36.2033268179751,626,3977,389,4288,1.33197161212513,16.4276680419382,27.947836314929
Avionics,Composite,41,Used,Australia,Airbus,Citation X,Aircraft Maintenance,788,162,8572,300,184,78,1829,104,94.5569970038201,2.44603592810672,4.57262274833146,0.742685251588569,62.8768096113287,49.8699027224745,626,8272,106,1725,-2.12658682022473,74.2685251588569,62.8768096113287
Fuselage,Aluminum,40,New,Asia,Gulfstream,E175,Automotive Components,976,155,4590,605,365,100,4740,230,81.7929640608929,3.07918532193754,1.47944109601427,0.533000456274733,25.3458421845806,38.6873300812808,821,3985,265,4510,1.59974422592327,53.3000456274733,25.3458421845806
Wing,Titanium,8,Used,Asia,Cessna,G650,Aircraft Maintenance,563,198,1050,889,724,34,2967,310,84.713709724055,7.74935378860215,2.56011187708209,0.62701410523186,71.3518818636825,57.8674355895243,365,161,690,2657,5.18924191152006,62.701410523186,71.3518818636825
Landing Gear,Steel,36,New,Europe,Gulfstream,CRJ900,Art Installations,882,91,8483,925,431,55,2195,420,67.0349290947684,6.99896022282423,4.81533519281869,0.226599937002379,53.9105369770865,71.3924155576803,791,7558,376,1775,2.18362503000554,22.6599937002379,53.9105369770865
Engine,Composite,38,Used,Europe,Embraer,Citation X,Art Installations,805,151,4751,613,588,198,1882,307,67.9090108005496,8.06114112688913,2.82717935494949,0.847616579940856,14.3233586265124,1.36676211858615,654,4138,390,1575,5.23396177193964,84.7616579940856,14.3233586265124
Engine,Composite,1,Used,Australia,Cessna,CRJ900,Automotive Components,276,122,6489,457,143,59,1401,130,91.9815366133876,5.75277566618645,3.62989105489161,0.0324773068108488,13.4359586355774,68.8829246502622,154,6032,84,1271,2.12288461129483,3.24773068108488,13.4359586355774
Avionics,Composite,31,New,South America,Cessna,737,Automotive Components,309,69,6443,964,949,57,1708,338,70.7433486705657,8.32068075731154,2.80817423749735,0.199850057486222,81.8797478695379,34.1157885558378,240,5479,892,1370,5.51250651981419,19.9850057486222,81.8797478695379
Wing,Steel,37,New,Asia,Cessna,G650,Furniture,638,96,3667,874,557,199,892,302,70.810294474719,4.90944813490817,4.62065257196708,0.461867464670242,18.8303825508703,36.6676567861092,542,2793,358,590,0.28879556294109,46.1867464670242,18.8303825508703
Wing,Steel,20,New,Asia,Airbus,G650,Art Installations,891,78,4477,911,547,173,4070,416,59.5745543154635,8.78973123146491,1.1506292445655,0.322944540629684,96.4703058993161,10.7856381980068,813,3566,374,3654,7.6391019868994,32.2944540629684,96.4703058993161
Engine,Titanium,11,New,South America,Boeing,Citation X,Building Materials,274,147,6704,324,811,192,2953,176,93.1857353906553,6.01962662915831,1.53959981491982,0.290431599990709,72.7198789135568,89.038981380533,127,6380,619,2777,4.48002681423849,29.0431599990709,72.7198789135568
Avionics,Steel,48,New,Asia,Gulfstream,737,Art Installations,776,145,4459,588,883,61,2122,362,52.6486822660433,5.48422751937088,1.73780779749756,0.450933314407197,84.0483740905828,38.6691524306388,631,3871,822,1760,3.74641972187332,45.0933314407197,84.0483740905828
Avionics,Aluminum,34,New,Australia,Gulfstream,G650,Automotive Components,419,92,6178,429,164,21,1833,387,66.4475090357104,2.07904555404459,1.27344762867657,0.0937008096637184,56.8546108253976,3.5402000250625,327,5749,143,1446,0.805597925368019,9.37008096637184,56.8546108253976
Engine,Aluminum,0,Used,Africa,Cessna,G650,Building Materials,304,28,6016,341,129,114,2750,359,94.405474014008,4.7698336628795,4.38938188836747,0.670264318723254,92.7618335309885,49.7931887032405,276,5675,15,2391,0.380451774512028,67.0264318723254,92.7618335309885
Avionics,Steel,49,Used,North America,Gulfstream,CRJ900,Building Materials,113,155,5875,800,310,55,1848,141,75.532371667801,8.45711265799427,1.94789904698442,0.403586121552281,28.8473925390078,61.4102238684499,-42,5075,255,1707,6.50921361100984,40.3586121552281,28.8473925390078
Avionics,Titanium,37,Used,Africa,Gulfstream,G650,Furniture,671,118,7302,628,762,72,3069,191,76.6947783112014,6.97071621932809,1.33036772121392,0.334764398629703,47.220609532689,15.9756313340352,553,6674,690,2878,5.64034849811416,33.4764398629702,47.220609532689
Fuselage,Composite,43,New,Australia,Cessna,E175,Building Materials,815,67,7706,971,275,65,2011,389,79.2598293123644,2.74739484191419,2.77776032578739,0.582414203390144,49.980819579001,55.1254745687583,748,6735,210,1622,-0.030365483873203,58.2414203390144,49.980819579001
Wing,Steel,23,New,Africa,Boeing,G650,Art Installations,523,77,1347,695,487,51,1486,212,54.3699710916366,3.81106433610999,4.12280936580428,0.462404941084903,44.114966728842,82.2134996822614,446,652,436,1274,-0.311745029694285,46.2404941084903,44.114966728842
Wing,Steel,39,Used,Australia,Airbus,E175,Art Installations,202,68,1609,474,341,181,3740,233,54.7932578737689,5.62595821805506,1.23084864735068,0.8668423804028,60.0940942885407,72.3645835036101,134,1135,160,3507,4.39510957070438,86.68423804028,60.0940942885407
Fuselage,Aluminum,6,Used,Africa,Bombardier,G650,Building Materials,890,133,8771,483,613,36,3549,497,81.169025750606,1.79472716754183,1.26045023741345,0.608720717972636,89.8518986174386,4.44642542279569,757,8288,577,3052,0.534276930128381,60.8720717972636,89.8518986174386
Engine,Steel,27,Used,Europe,Embraer,A320,Aircraft Maintenance,964,79,3623,498,821,68,4732,439,68.1138941704651,6.34052751426674,4.73629183872939,0.543832269995918,56.8746604927268,84.3580139514457,885,3125,753,4293,1.60423567553734,54.3832269995918,56.8746604927268
Avionics,Steel,7,New,Africa,Cessna,CRJ900,Art Installations,449,60,1671,624,161,112,2992,463,70.208954427851,6.17390200292256,2.76880895244125,0.626712451042656,97.6693662423283,22.0011852618032,389,1047,49,2529,3.4050930504813,62.6712451042656,97.6693662423283
Engine,Aluminum,49,New,Asia,Gulfstream,E175,Aircraft Maintenance,627,183,7855,519,811,91,2016,215,66.1383773382196,2.93500712808287,4.87264749460447,0.904570226004518,3.10311971425083,14.46533335287,444,7336,720,1801,-1.93764036652159,90.4570226004519,3.10311971425083
Avionics,Aluminum,29,New,North America,Boeing,A320,Art Installations,185,34,4496,754,877,114,4568,353,83.6417337961987,9.34339121819635,1.61657418282218,0.404235050574477,65.1917484938723,25.251105470136,151,3742,763,4215,7.72681703537417,40.4235050574478,65.1917484938723
Engine,Titanium,23,Used,North America,Boeing,E175,Building Materials,520,105,3120,722,946,78,1577,273,56.5078401150442,7.57775692890184,2.46907619379195,0.280099754740791,54.8272867454324,60.1212674067563,415,2398,868,1304,5.10868073510988,28.0099754740791,54.8272867454324
Fuselage,Aluminum,23,New,South America,Boeing,E175,Aircraft Maintenance,594,187,6812,294,685,132,4480,491,87.4053360927928,3.77599288812445,3.31200011362702,0.534467810397745,10.5075573579447,10.1793627836475,407,6518,553,3989,0.463992774497422,53.4467810397745,10.5075573579447
Fuselage,Steel,28,Used,Europe,Airbus,Citation X,Automotive Components,821,30,9431,558,435,108,1672,493,56.7312498432654,3.85411552775086,1.70276662472758,0.879630685345178,1.60968196679126,3.58123277313002,791,8873,327,1179,2.15134890302328,87.9630685345178,1.60968196679126
Fuselage,Titanium,27,New,Asia,Embraer,CRJ900,Automotive Components,917,61,6243,951,530,190,4991,223,81.2358171305733,9.85464046862498,1.75645626520394,0.368484987890902,31.3052598294568,95.877788155054,856,5292,340,4768,8.09818420342103,36.8484987890902,31.3052598294568
Engine,Steel,1,Used,Australia,Cessna,E175,Automotive Components,343,30,4926,653,958,35,3259,227,87.6454984994508,1.47353018994106,3.27568824540365,0.166455417926376,2.65397011191946,71.9927656471864,313,4273,923,3032,-1.80215805546258,16.6455417926376,2.65397011191946
